source_id,subject,relative_path,width,height,aspect_ratio,sha256,dhash,suggested_role,publication_decision,notes
SRC-0042,고주파공학,사진\homework4\ex5-2\stub sol1.PNG,1101,615,1.7902,8328aad8813a783e3f8a42cd1c5d39ccb2385dfd74b43dd1c634dad84efe3163,c0808085c4848480,source screenshot,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0043,고주파공학,사진\homework4\ex5-2\stub sol2.PNG,1092,764,1.4293,c4a72d4144f6bd76b9186777e25c1dd8523fcdbc71cd47e0eeb48fce195707f9,80808080858480a0,source screenshot,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0044,고주파공학,사진\homework4\ex5-2\회로도.PNG,879,528,1.6648,fa520770fe6168eb31903d07dca64af8e54cd394394641c741ac827e45914a9d,00009292d4e40280,schematic/model,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0048,고주파공학,사진\homework5\ex12-3(시뮬하다가 중단)\1.png,1017,823,1.2357,480d436446d173686d15c411150a77734d1819827bb12010afaba289f003f796,30324644e0604040,source screenshot,INCOMPLETE_WORK,Source directory explicitly records an unfinished simulation.
SRC-0049,고주파공학,사진\homework5\ex12-3(시뮬하다가 중단)\10.png,1003,680,1.475,7e2763d2b0d54a0cffee0f0a8d03a63e4a39f0f01da0ed30a990d93a7fdfd4b2,4169657d656d11a7,source screenshot,INCOMPLETE_WORK,Source directory explicitly records an unfinished simulation.
SRC-0050,고주파공학,사진\homework5\ex12-3(시뮬하다가 중단)\11.png,1000,801,1.2484,a5a5e037582559d3cdca6eede78c60c08a27274d2318732608f1f79401403072,a466662666aba180,source screenshot,INCOMPLETE_WORK,Source directory explicitly records an unfinished simulation.
SRC-0051,고주파공학,사진\homework5\ex12-3(시뮬하다가 중단)\2.png,693,431,1.6079,bc85f5e8e5f43c72be13fd2a8ad416ac29e68f97fd852397d8a4652164b65c21,8484aca6822c1e82,source screenshot,INCOMPLETE_WORK,Source directory explicitly records an unfinished simulation.
SRC-0052,고주파공학,사진\homework5\ex12-3(시뮬하다가 중단)\3.png,991,781,1.2689,b51e9c437b6f8ab908f204ef3ef57562c91dc897e7c7b74b92c0604e52ac2ffe,e066662623e3a580,source screenshot,INCOMPLETE_WORK,Source directory explicitly records an unfinished simulation.
SRC-0053,고주파공학,사진\homework5\ex12-3(시뮬하다가 중단)\4.png,1148,778,1.4756,669317b9c9efd9be20f416d606df09a73c64a650c1e153a12a8b11849d651b1e,3ccccc6c6d4c4d0d,source screenshot,INCOMPLETE_WORK,Source directory explicitly records an unfinished simulation.
SRC-0054,고주파공학,사진\homework5\ex12-3(시뮬하다가 중단)\5.png,676,496,1.3629,00e051bcb6d9756a65eec3dc3e5b0cef999c6c1b0ae9c98839084a36e3b5a506,bca4c4ac82a4ae82,source screenshot,INCOMPLETE_WORK,Source directory explicitly records an unfinished simulation.
SRC-0055,고주파공학,사진\homework5\ex12-3(시뮬하다가 중단)\6.png,991,815,1.216,5e89fd2b2c161c9fd379536375593644b23862a41e72889be42870dde29de64c,a060662627e3a180,source screenshot,INCOMPLETE_WORK,Source directory explicitly records an unfinished simulation.
SRC-0056,고주파공학,사진\homework5\ex12-3(시뮬하다가 중단)\8.png,992,821,1.2083,f37493c95554bf1f50a831212d5d76e972a6dab0adc71b89ee6417e1672486a4,a064666627a3a580,source screenshot,INCOMPLETE_WORK,Source directory explicitly records an unfinished simulation.
SRC-0057,고주파공학,사진\homework5\ex12-3(시뮬하다가 중단)\9.png,986,781,1.2625,f679d88153ee2f16e0867c2ca5df2b5fabc700af4a46bdd1b61ca62095823147,a066662666e3b580,source screenshot,INCOMPLETE_WORK,Source directory explicitly records an unfinished simulation.
SRC-0058,고주파공학,사진\homework5\ex12-3(시뮬하다가 중단)\스크린샷 2026-07-29 104524.png,1151,260,4.4269,46207114c0486073cf7aeda0341165d50cf188351a6b078d3c9ded1eb82124c3,000262545911091f,source screenshot,INCOMPLETE_WORK,Source directory explicitly records an unfinished simulation.
SRC-0059,고주파공학,사진\homework5\ex12-3(시뮬하다가 중단)\스크린샷 2026-07-29 104534.png,898,725,1.2386,c859cff8275fd8768fe76fc50ea9772b80ccaaf277a422cbe85d64dab1169be6,555455145554550d,source screenshot,INCOMPLETE_WORK,Source directory explicitly records an unfinished simulation.
SRC-0060,고주파공학,사진\homework5\ex12-3(시뮬하다가 중단)\스크린샷 2026-07-29 104541.png,794,720,1.1028,b0369a2e73ac1fb89ffe5adbef160795d99185dd1ae074800596eb4acc427c12,3d4dc5654d6d6d0e,source screenshot,INCOMPLETE_WORK,Source directory explicitly records an unfinished simulation.
SRC-0061,고주파공학,사진\homework5\ex12-3(시뮬하다가 중단)\스크린샷 2026-07-29 104547.png,972,725,1.3407,67ca5989b414b16eadd3f5ddbe070bb7abd9e233f12f25a85e0438c03fc520b1,8025e3073c070302,source screenshot,INCOMPLETE_WORK,Source directory explicitly records an unfinished simulation.
SRC-0062,고주파공학,사진\homework5\ex12-3(시뮬하다가 중단)\스크린샷 2026-07-29 104550.png,804,340,2.3647,5a822b30a379b0d4b734d9bd965519db9a1ea987c9ac84765e4fe6f597766f57,153d34152d5d1700,source screenshot,INCOMPLETE_WORK,Source directory explicitly records an unfinished simulation.
SRC-0063,고주파공학,사진\homework5\ex7-2\1.png,1206,676,1.784,fb3ab9fd7b16a190b685d9318d580d2027727835dc1e975db84eae51c361ef59,8080d2f2ceccf0f1,source screenshot,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0064,고주파공학,사진\homework5\ex7-2\2.png,1336,823,1.6233,da2ed4b1eec5a5079a8401e812f260417636b2a6b3cc61610aeeaa7b686e7af3,8040cc8882888049,source screenshot,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0065,고주파공학,사진\homework5\ex7-2\3.png,980,786,1.2468,3b161adce444fc7a8268080110cf120730dd4bc09554d7209b143b63a83843f2,a466b60e078bb580,source screenshot,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0066,고주파공학,사진\homework5\ex7-2\4.png,687,495,1.3879,97efea5820d132c9e1c55a4ecd4399fa5ffc02cd8d25374935b4631b7b64e528,9292846ce4b2ae82,source screenshot,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0067,고주파공학,사진\homework5\ex7-2\5.png,1004,781,1.2855,6aa3065160084c43de26ab06cda23115e6b02c4159f7dfd09be5231ce349a09c,2006362607c3a180,source screenshot,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0068,고주파공학,사진\homework5\ex7-2\6.png,1564,745,2.0993,8cc3f93bbd599da92eec6da8c2abd6f5d78c5d5532bf943bab62eb5f5b6c3b41,80809a9294909880,source screenshot,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0069,고주파공학,사진\homework5\ex7-2\7.png,686,452,1.5177,371a5f17f1ea347b2a743eecd257c5fbcbb5298c0e1ce765ff966479f59c7ace,9684aeac84b4ae82,source screenshot,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0070,고주파공학,사진\homework5\ex7-2\8.png,989,788,1.2551,613c668c120f0aebff1883f3dfec1e5537a25a322ba19be3ae4e3041b9ff858e,a066660606c3a180,source screenshot,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0071,고주파공학,사진\homework5\ex7-2\ex7.2.png,1020,191,5.3403,be76eb22f872769a006ac2d2648129c5ec0aa96c45200561158ccb0b5dac94ce,0949561543552d6d,source screenshot,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0072,고주파공학,사진\homework5\ex7-5\1.png,938,664,1.4127,3667bbeca788c3c1a4aaa42e93ad95a7b9ccea871f4782991ffa2a383f80181e,848494c0d8d8d8c0,source screenshot,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0073,고주파공학,사진\homework5\ex7-5\2.png,679,498,1.3635,afbb8bcef957d44228be712c93784e8405fff266e009ace9660ff70c5036289d,9494846cc4b4ae82,source screenshot,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0074,고주파공학,사진\homework5\ex7-5\3.png,998,823,1.2126,0a9bcda08552dff25163b13ad15886732a4d90ac1cf23758c397344f6d870c48,200206161643a180,source screenshot,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0075,고주파공학,사진\homework5\ex7-5\4-1.png,1244,959,1.2972,d94c17e5a33b4a99856ce058e6058335bef5380c0f4ce7136cd164a755ea873c,0c0cccacaccc0c0d,source screenshot,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0076,고주파공학,사진\homework5\ex7-5\4-2.png,1318,964,1.3672,f39336d0303a49d00a46c56fd5f01740f7f624d936cb6449bea69ab4df1743aa,0c8cccacaccc0e0d,source screenshot,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0077,고주파공학,사진\homework5\ex7-5\5.png,989,675,1.4652,f94b3dc06d896862f3ef92b14e2b4a0508fffb200b0cbf7a13e726e50b4cbce4,606666560e4623a1,source screenshot,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0078,고주파공학,사진\homework5\ex7-5\6.png,1892,896,2.1116,74926fa0428e1902df0fbfbe20b496a892e42c856fb4ca089e8683ad1b7e133d,2023238b03030321,source screenshot,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0079,고주파공학,사진\homework5\ex7-5\ex7.5.png,1020,269,3.7918,3bdff42b8b561ba75629af55eaa1ab6580e3dce3eeac5d42b6d277db4a462089,0945174529490616,source screenshot,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0082,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-13 230356.png,600,81,7.4074,757baa652dbbcef683b059abf642c72aaec52a1ff9b74f2ec5dea5d41ab67ed6,010d33ad4557034b,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0083,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-13 230413.png,726,289,2.5121,2720099876a31c854fddc7a9183d36ce8e674dde7aca44e713f4d5f2e7051429,00085371090f0504,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0084,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 132756.png,1029,239,4.3054,a3a1208b3235f7f6abc2f2e133599a429047423576cf411cfd7721c63c3494f5,00262911a7410616,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0085,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 133338.png,622,490,1.2694,3dd7e67ebc302022c3c5c845337cba746b39392afd74ebf42d99bd35fa66cc0f,6160ca8a1a1a0490,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0086,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 133510.png,1212,212,5.717,11a240ea92976754a18e533829d4cad8a91c70718edaaa58f7463975976abe1c,0d04241805240400,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0087,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 135049.png,806,548,1.4708,72f838223119f4fd057c8e0d114baa133e484747cd185f964fa07df88ec84dad,ac9abbbbbbbc9b91,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0088,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 135152.png,768,544,1.4118,7d3cad26abf73025f9960db109c1046431e936877c576bbcca9eb809d3f95d1a,ac8383831b1a1b91,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0089,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 135358.png,521,354,1.4718,574f203e661d0b84802c7b97066c0a92f79d749d71c2e9633d9d88f835a46562,0000090302040220,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0090,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 135602.png,775,551,1.4065,98a7d18e7cb54ed7b0f47d0f119f22f5ac578c86bfb3a1c167f49b3850bc3ecd,bc8383821b1a1b90,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0091,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 135937.png,770,549,1.4026,d92fc790a1cbd1758777520731a84ff314eab8ff8ec8ef19f705fb45fe7ba394,bc8383821b1a1b90,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0092,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 140037.png,1074,739,1.4533,249acbed33c1c1de4d259d96254b76b4317871147a56dff8f18ee90bd9f3c40e,c0c0cccacccac88c,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0093,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 140114.png,408,599,0.6811,ad4c67db5625d445662551f9e752affdc2509b9c46f927adc55f7f6ad2bdefb0,a68cbcacafd260b0,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0094,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 143646.png,621,575,1.08,980f3308d2adf8da961ebfcb36af8439fec71bb841f8e584e61f0c43a734e64f,0084d4f078706870,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0095,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 144610.png,509,740,0.6878,1a569739eaf9f5ce6b4160a1dbf4fc5cecd64e43abe75e654b2da09c1b73f623,15102121181c1313,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0096,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 144626.png,608,528,1.1515,72b2ebc6847ce9e7e1d74392a7657211c757f482c06156679927089d8f5a87bf,8c84b4b069606061,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0097,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 144634.png,470,666,0.7057,b0344707cfcdc7566fe3e5299a3f1d5020eb9ebc900085e806ba9d2ff94972c7,e1c8c084a5e1d182,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0098,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 144743.png,358,547,0.6545,0f934a26bc3bca25fca6c3e11b3af993bd1750022358c8a529932b9b34f71547,84848181818185c4,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0099,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 154838.png,543,300,1.81,769b20c7bfa1c378dad694584b960ff7d903adbcaf103cdbd463435663260c3b,1c3e393970a61003,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0100,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 154930.png,688,135,5.0963,b83f7282296e5b9ac7d1b807ab234a01bea267742a4da314fd2fb6f767c1a214,c62d0c95b50c0648,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0101,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 154945.png,708,260,2.7231,a2dbbb33732719dfc4be6f3054ddd5e0547315e2dae2356a9b4f6faab57d47c3,3a3a3a3b38119342,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0102,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 155733.png,485,957,0.5068,6db03c8bb47a5894bf3d52169832fc341e0a277f931d38cdc79779e55e349136,c1e0e1e8c4e5c586,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0103,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 155838.png,472,952,0.4958,f41c108bb42182be8b0110d9453dcb90f09ceed26c6f827edc38d7f21b1c1f49,c1c0e1ccc4e5c586,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0104,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 160721.png,773,551,1.4029,162014d2ecf231156a196a3e2530b5b1fa4e1c70da79b477cd600a4da98d3860,bc8383821a1a1390,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0105,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 160735.png,475,552,0.8605,de34dcf7441dff446c07119c1ac3087ca22023f1fe3dd5dd3e4ad9743603d133,ecc8c195e5c58fc6,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0106,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 161506.png,1317,737,1.787,16e1d5a0d598e741ca85c4fda8ac29be2374c474478da02aeb181d3037985776,9313131303110120,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0107,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 161542.png,978,796,1.2286,9eb9cbad80d6279598b068eff01188f7f711ed65d0bcc56a6d208625528d4929,a0064e964ecba1a4,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0108,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 161635.png,1006,765,1.315,32f6b70cef5331666d4229f6e11c825a07268b4902b4fce0eb0e2a0cb35f8076,626e66564a4ba180,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0109,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 163927.png,684,815,0.8393,07fab70274c64ccea94ab0c69fb208462904dd89a58637812cfd7e4512f8a5f9,134321080f1b130f,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0110,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 163950.png,1022,275,3.7164,703514a315883ac40dbcf4dd403f7d94ea133fd72b490fec242811c804e0ad0f,2427199303061660,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0111,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 164141.png,479,540,0.887,f622032dc284746b8c5512b04d988084b74079241147e133dccf3be9ccae6750,ecc8c195e1518ec6,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0112,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 164722.png,468,582,0.8041,79fdc2b48c7590253c261b0d45c6c696c7c96af27990495ca6978444add783e8,a0ccc891d5c18f46,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0113,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 165210.png,1188,795,1.4943,fcc69956e0788fb7b7fde509415bab48a7c71e5baedacba43af5b5df31a9a080,470646460606a686,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0114,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 165421.png,1214,765,1.5869,7df720bb053d8bcb621e06dfd80b37bedb35a1443b95f391500af8aaff63c2b8,4b4363535b88810b,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0115,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 165434.png,1113,655,1.6992,c90c586b9e3477238fe22b0dffd44f16dbce3febdaec81d7ea2fc38f95dfac08,9b93a3a393990501,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0116,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 165555.png,1000,803,1.2453,988da8eef2fe33a82d2c5c37777c81f45da7db268225c1483c9a9027d431c546,200226260643a180,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
