source_id,subject,relative_path,extension,bytes,sha256,exact_duplicate_count,canonical_relative_path,classification,classification_reason
SRC-0011,고주파공학,Cadence Tutorial2 (1).pdf,.pdf,9909724,7fe8990375bf53e89e18e73c4719a8cc0155fcb37c418ad7b8577629171258fb,1,학부 과제 및 프로젝트\고주파공학\Cadence Tutorial2 (1).pdf,THIRD_PARTY,"Lecture/tutorial/teammate/government reference; cite, do not republish."
SRC-0012,고주파공학,고주파공학 1분반_homework2_[STUDENT-ID]_[AUTHOR].pdf,.pdf,18153076,e9a362a5103963b03689b8bcc91f08ca1d343c08780c6a760c02ad93a8324d5f,2,학부 과제 및 프로젝트\고주파공학\고주파공학 1분반_homework2_[STUDENT-ID]_[AUTHOR].pdf,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0013,고주파공학,고주파공학 1분반_homework4_[STUDENT-ID]_[AUTHOR].pdf,.pdf,20794414,d205eb8eedfa5d0284908d4e8d1408294a2371c267eae2c14d831c9521e2091f,2,학부 과제 및 프로젝트\고주파공학\고주파공학 1분반_homework4_[STUDENT-ID]_[AUTHOR].pdf,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0014,고주파공학,고주파공학 1분반_homework5_[STUDENT-ID]_[AUTHOR].pdf,.pdf,20119629,c10f2d0d126ff82ee51126995d026d931ad1dcef620dac85719111b040a79abb,1,학부 과제 및 프로젝트\고주파공학\고주파공학 1분반_homework5_[STUDENT-ID]_[AUTHOR].pdf,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0015,고주파공학,사진\homework2\dessign1.png,.png,44954,25bc0d3dcf2347543acc52e870ee27a34c8639bce56db5e07bd136b53d72a4cc,1,학부 과제 및 프로젝트\고주파공학\사진\homework2\dessign1.png,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0016,고주파공학,사진\homework2\homework2.pdf,.pdf,272811,6c3ab9343d0e2324025f53d740f5e70b6d33c7e01ed135ff5ee927fec97a6f83,1,학부 과제 및 프로젝트\고주파공학\사진\homework2\homework2.pdf,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0017,고주파공학,사진\homework2\KakaoTalk_20260414_221106302.png,.png,46229,21b383e608fbfc0ee7ec134b05792bee2d06e01b8332050518e58bd123eb0c77,1,학부 과제 및 프로젝트\고주파공학\사진\homework2\KakaoTalk_20260414_221106302.png,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0018,고주파공학,사진\homework2\KakaoTalk_20260414_221117923.png,.png,46913,ec8ba28f82e0a0b0a7bd53af15a9a5597704a277e9105e466c077dd3ead6f2b3,1,학부 과제 및 프로젝트\고주파공학\사진\homework2\KakaoTalk_20260414_221117923.png,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0019,고주파공학,사진\homework2\KakaoTalk_20260414_221352505.png,.png,13268,ff2c82c306c0eb8fe5ed4b00189bbbc13b13c86c6522cfe7578968287ed4e185,1,학부 과제 및 프로젝트\고주파공학\사진\homework2\KakaoTalk_20260414_221352505.png,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0020,고주파공학,사진\homework2\KakaoTalk_20260414_221403220.png,.png,41700,6a0c31dceb3ef0ce5c718042697035e41005ee96fa164f655950f85f4d2545a7,1,학부 과제 및 프로젝트\고주파공학\사진\homework2\KakaoTalk_20260414_221403220.png,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0021,고주파공학,사진\homework2\KakaoTalk_20260414_221425558.png,.png,67384,59c4e8e6295a7b8c8aece68448ac6f437fae72a2e1df48ab7d22a43c06111e0e,1,학부 과제 및 프로젝트\고주파공학\사진\homework2\KakaoTalk_20260414_221425558.png,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0022,고주파공학,사진\homework2\KakaoTalk_20260414_221451343.png,.png,68438,d2fbd7b91e36aa9efb987bc5e0309f53d2c80453261852207226d2db604c51d6,1,학부 과제 및 프로젝트\고주파공학\사진\homework2\KakaoTalk_20260414_221451343.png,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0023,고주파공학,사진\homework2\KakaoTalk_20260414_221506800.png,.png,54207,1a93e791aba72f4b9b2848de4ae306b4bf7d413072c888547fa00d7f6cbd7d9b,1,학부 과제 및 프로젝트\고주파공학\사진\homework2\KakaoTalk_20260414_221506800.png,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0024,고주파공학,사진\homework2\KakaoTalk_20260414_221514460.png,.png,30391,349ce2b220d5130ad766ff010aa1c44b3100ed47c69c8cc976ee0777665bca42,1,학부 과제 및 프로젝트\고주파공학\사진\homework2\KakaoTalk_20260414_221514460.png,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0025,고주파공학,사진\homework2\KakaoTalk_20260414_221522227.png,.png,32992,7e9c695750d8265bf6b3e480c6792eebb5da133c4f4de3716a9fffe26b0847fd,1,학부 과제 및 프로젝트\고주파공학\사진\homework2\KakaoTalk_20260414_221522227.png,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0026,고주파공학,사진\homework2\KakaoTalk_20260414_221548576.png,.png,46403,1733c0f8dfca430d3ed9e36cd2b591da50fe1d020ff344f13f9cab103d1bb9fd,1,학부 과제 및 프로젝트\고주파공학\사진\homework2\KakaoTalk_20260414_221548576.png,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0027,고주파공학,사진\homework2\고주파공학 1분반_homework2_[STUDENT-ID]_[AUTHOR].pdf,.pdf,18153076,e9a362a5103963b03689b8bcc91f08ca1d343c08780c6a760c02ad93a8324d5f,2,학부 과제 및 프로젝트\고주파공학\고주파공학 1분반_homework2_[STUDENT-ID]_[AUTHOR].pdf,DUPLICATE,Exact SHA-256 duplicate of the canonical source record.
SRC-0028,고주파공학,사진\homework2\스크린샷 2026-04-14 222606.png,.png,101349,9c54b85fa1937386a28a7e18f6e2d78df36945cbb2a84d7ab186e84bdc1ee1da,2,학부 과제 및 프로젝트\고주파공학\사진\homework2\스크린샷 2026-04-14 222606.png,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0029,고주파공학,사진\homework2\합치기.hwpx,.hwpx,654705,0655c1c59e0928337279d544cf4d6bbfc5763691e1838058bdbbbde974e7e4ef,1,학부 과제 및 프로젝트\고주파공학\사진\homework2\합치기.hwpx,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0030,고주파공학,사진\homework4\ex5-1\1.png,.png,31278,725732f7f445e09f7a519f3190637187320a5084b721a0f62ec223b43712f1fa,2,학부 과제 및 프로젝트\고주파공학\사진\homework4\ex5-1\1.png,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0031,고주파공학,사진\homework4\ex5-1\2.png,.png,164648,ecaa5ffeeb5e8b929a6f92b05e387217b3e5daa4377bea67cfaff07d027160b3,2,학부 과제 및 프로젝트\고주파공학\사진\homework4\ex5-1\2.png,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0032,고주파공학,사진\homework4\ex5-1\3.png,.png,162112,12cdb251b6cc792d7053598fde88f36e5b87fd0efb1d5183b7138e538e2dedb6,2,학부 과제 및 프로젝트\고주파공학\사진\homework4\ex5-1\3.png,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0033,고주파공학,사진\homework4\ex5-1\4.png,.png,91270,9e678c9eee5a5f6edbed87c5822eb4ed4afb81d75c2fd08bed0b37fd1c32db6f,2,학부 과제 및 프로젝트\고주파공학\사진\homework4\ex5-1\4.png,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0034,고주파공학,사진\homework4\ex5-1\5.png,.png,262558,38c6b2759b1899a5b5f3efd2e88cb22dc9b121734b02f5485c33694ab561a80f,2,학부 과제 및 프로젝트\고주파공학\사진\homework4\ex5-1\5.png,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0035,고주파공학,사진\homework4\ex5-1\design ex5-6.png,.png,105359,3e007a0c3af1e7dcd521720e3388d5ddedaece0ebde0d4fa74ba43759e7bff6c,2,학부 과제 및 프로젝트\고주파공학\사진\homework4\ex5-1\design ex5-6.png,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0036,고주파공학,사진\homework4\ex5-1\회로도.png,.png,7516,9752eb25fb7578be9925f7963a072bad6907471b43c0f9cd41e04943fc5cc738,2,학부 과제 및 프로젝트\고주파공학\사진\homework4\ex5-1\회로도.png,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0037,고주파공학,사진\homework4\ex5-2\db20sol1.PNG,.png,82516,c41c8365f558b496c97d9148ef1a63b66a818013025b7a91d946e328596ff920,1,학부 과제 및 프로젝트\고주파공학\사진\homework4\ex5-2\db20sol1.PNG,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0038,고주파공학,사진\homework4\ex5-2\db20sol2.PNG,.png,39426,061edc1b5be2b20824aa2991d8548ed08b391f31430159f758edff2760a50d23,1,학부 과제 및 프로젝트\고주파공학\사진\homework4\ex5-2\db20sol2.PNG,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0039,고주파공학,사진\homework4\ex5-2\design ex5-7.png,.png,121336,38adc31b96dda4911dfbb2724e2411c30b13078589fdcff3edb0abfcc710d031,2,학부 과제 및 프로젝트\고주파공학\사진\homework4\ex5-2\design ex5-7.png,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0040,고주파공학,사진\homework4\ex5-2\main sol1.PNG,.png,51317,3b80d1e551750995433b38c554b644bce2043d43a450a8bfc1156c33cb0e40cb,1,학부 과제 및 프로젝트\고주파공학\사진\homework4\ex5-2\main sol1.PNG,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0041,고주파공학,사진\homework4\ex5-2\main sol2.PNG,.png,49179,127df3bee4af8d461f4ff4ef67f8d3c4563be43c6d1ab7a8138eb194c7e47dbe,1,학부 과제 및 프로젝트\고주파공학\사진\homework4\ex5-2\main sol2.PNG,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0042,고주파공학,사진\homework4\ex5-2\stub sol1.PNG,.png,52528,8328aad8813a783e3f8a42cd1c5d39ccb2385dfd74b43dd1c634dad84efe3163,1,학부 과제 및 프로젝트\고주파공학\사진\homework4\ex5-2\stub sol1.PNG,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0043,고주파공학,사진\homework4\ex5-2\stub sol2.PNG,.png,53931,c4a72d4144f6bd76b9186777e25c1dd8523fcdbc71cd47e0eeb48fce195707f9,1,학부 과제 및 프로젝트\고주파공학\사진\homework4\ex5-2\stub sol2.PNG,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0044,고주파공학,사진\homework4\ex5-2\회로도.PNG,.png,9057,fa520770fe6168eb31903d07dca64af8e54cd394394641c741ac827e45914a9d,1,학부 과제 및 프로젝트\고주파공학\사진\homework4\ex5-2\회로도.PNG,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0045,고주파공학,사진\homework4\homework 4.pdf,.pdf,442114,04997c1e6c6082192e1bd222ab67f0320f454750acf5ee3cb35c5dbfc0cd99dc,1,학부 과제 및 프로젝트\고주파공학\사진\homework4\homework 4.pdf,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0046,고주파공학,사진\homework4\고주파공학 1분반_homework4_[STUDENT-ID]_[AUTHOR].pdf,.pdf,20794414,d205eb8eedfa5d0284908d4e8d1408294a2371c267eae2c14d831c9521e2091f,2,학부 과제 및 프로젝트\고주파공학\고주파공학 1분반_homework4_[STUDENT-ID]_[AUTHOR].pdf,DUPLICATE,Exact SHA-256 duplicate of the canonical source record.
SRC-0047,고주파공학,사진\homework4\합치기.hwpx,.hwpx,722439,f8f754aa753c925b4c61db56fb99f6a7bd25ae95b740b0aae75f88870bba0184,1,학부 과제 및 프로젝트\고주파공학\사진\homework4\합치기.hwpx,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0048,고주파공학,사진\homework5\ex12-3(시뮬하다가 중단)\1.png,.png,21601,480d436446d173686d15c411150a77734d1819827bb12010afaba289f003f796,2,학부 과제 및 프로젝트\고주파공학\사진\homework5\ex12-3(시뮬하다가 중단)\1.png,INCOMPLETE_WORK,Source directory explicitly records an unfinished simulation.
SRC-0049,고주파공학,사진\homework5\ex12-3(시뮬하다가 중단)\10.png,.png,147552,7e2763d2b0d54a0cffee0f0a8d03a63e4a39f0f01da0ed30a990d93a7fdfd4b2,2,학부 과제 및 프로젝트\고주파공학\사진\homework5\ex12-3(시뮬하다가 중단)\10.png,INCOMPLETE_WORK,Source directory explicitly records an unfinished simulation.
SRC-0050,고주파공학,사진\homework5\ex12-3(시뮬하다가 중단)\11.png,.png,98573,a5a5e037582559d3cdca6eede78c60c08a27274d2318732608f1f79401403072,2,학부 과제 및 프로젝트\고주파공학\사진\homework5\ex12-3(시뮬하다가 중단)\11.png,INCOMPLETE_WORK,Source directory explicitly records an unfinished simulation.
SRC-0051,고주파공학,사진\homework5\ex12-3(시뮬하다가 중단)\2.png,.png,46221,bc85f5e8e5f43c72be13fd2a8ad416ac29e68f97fd852397d8a4652164b65c21,2,학부 과제 및 프로젝트\고주파공학\사진\homework5\ex12-3(시뮬하다가 중단)\2.png,INCOMPLETE_WORK,Source directory explicitly records an unfinished simulation.
SRC-0052,고주파공학,사진\homework5\ex12-3(시뮬하다가 중단)\3.png,.png,119250,b51e9c437b6f8ab908f204ef3ef57562c91dc897e7c7b74b92c0604e52ac2ffe,2,학부 과제 및 프로젝트\고주파공학\사진\homework5\ex12-3(시뮬하다가 중단)\3.png,INCOMPLETE_WORK,Source directory explicitly records an unfinished simulation.
SRC-0053,고주파공학,사진\homework5\ex12-3(시뮬하다가 중단)\4.png,.png,90025,669317b9c9efd9be20f416d606df09a73c64a650c1e153a12a8b11849d651b1e,2,학부 과제 및 프로젝트\고주파공학\사진\homework5\ex12-3(시뮬하다가 중단)\4.png,INCOMPLETE_WORK,Source directory explicitly records an unfinished simulation.
SRC-0054,고주파공학,사진\homework5\ex12-3(시뮬하다가 중단)\5.png,.png,52113,00e051bcb6d9756a65eec3dc3e5b0cef999c6c1b0ae9c98839084a36e3b5a506,2,학부 과제 및 프로젝트\고주파공학\사진\homework5\ex12-3(시뮬하다가 중단)\5.png,INCOMPLETE_WORK,Source directory explicitly records an unfinished simulation.
SRC-0055,고주파공학,사진\homework5\ex12-3(시뮬하다가 중단)\6.png,.png,129083,5e89fd2b2c161c9fd379536375593644b23862a41e72889be42870dde29de64c,2,학부 과제 및 프로젝트\고주파공학\사진\homework5\ex12-3(시뮬하다가 중단)\6.png,INCOMPLETE_WORK,Source directory explicitly records an unfinished simulation.
SRC-0056,고주파공학,사진\homework5\ex12-3(시뮬하다가 중단)\8.png,.png,126080,f37493c95554bf1f50a831212d5d76e972a6dab0adc71b89ee6417e1672486a4,2,학부 과제 및 프로젝트\고주파공학\사진\homework5\ex12-3(시뮬하다가 중단)\8.png,INCOMPLETE_WORK,Source directory explicitly records an unfinished simulation.
SRC-0057,고주파공학,사진\homework5\ex12-3(시뮬하다가 중단)\9.png,.png,111102,f679d88153ee2f16e0867c2ca5df2b5fabc700af4a46bdd1b61ca62095823147,2,학부 과제 및 프로젝트\고주파공학\사진\homework5\ex12-3(시뮬하다가 중단)\9.png,INCOMPLETE_WORK,Source directory explicitly records an unfinished simulation.
SRC-0058,고주파공학,사진\homework5\ex12-3(시뮬하다가 중단)\스크린샷 2026-07-29 104524.png,.png,56574,46207114c0486073cf7aeda0341165d50cf188351a6b078d3c9ded1eb82124c3,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\ex12-3(시뮬하다가 중단)\스크린샷 2026-07-29 104524.png,INCOMPLETE_WORK,Source directory explicitly records an unfinished simulation.
SRC-0059,고주파공학,사진\homework5\ex12-3(시뮬하다가 중단)\스크린샷 2026-07-29 104534.png,.png,75659,c859cff8275fd8768fe76fc50ea9772b80ccaaf277a422cbe85d64dab1169be6,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\ex12-3(시뮬하다가 중단)\스크린샷 2026-07-29 104534.png,INCOMPLETE_WORK,Source directory explicitly records an unfinished simulation.
SRC-0060,고주파공학,사진\homework5\ex12-3(시뮬하다가 중단)\스크린샷 2026-07-29 104541.png,.png,51243,b0369a2e73ac1fb89ffe5adbef160795d99185dd1ae074800596eb4acc427c12,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\ex12-3(시뮬하다가 중단)\스크린샷 2026-07-29 104541.png,INCOMPLETE_WORK,Source directory explicitly records an unfinished simulation.
SRC-0061,고주파공학,사진\homework5\ex12-3(시뮬하다가 중단)\스크린샷 2026-07-29 104547.png,.png,134664,67ca5989b414b16eadd3f5ddbe070bb7abd9e233f12f25a85e0438c03fc520b1,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\ex12-3(시뮬하다가 중단)\스크린샷 2026-07-29 104547.png,INCOMPLETE_WORK,Source directory explicitly records an unfinished simulation.
SRC-0062,고주파공학,사진\homework5\ex12-3(시뮬하다가 중단)\스크린샷 2026-07-29 104550.png,.png,66050,5a822b30a379b0d4b734d9bd965519db9a1ea987c9ac84765e4fe6f597766f57,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\ex12-3(시뮬하다가 중단)\스크린샷 2026-07-29 104550.png,INCOMPLETE_WORK,Source directory explicitly records an unfinished simulation.
SRC-0063,고주파공학,사진\homework5\ex7-2\1.png,.png,14262,fb3ab9fd7b16a190b685d9318d580d2027727835dc1e975db84eae51c361ef59,2,학부 과제 및 프로젝트\고주파공학\사진\homework5\ex7-2\1.png,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0064,고주파공학,사진\homework5\ex7-2\2.png,.png,71544,da2ed4b1eec5a5079a8401e812f260417636b2a6b3cc61610aeeaa7b686e7af3,2,학부 과제 및 프로젝트\고주파공학\사진\homework5\ex7-2\2.png,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0065,고주파공학,사진\homework5\ex7-2\3.png,.png,111012,3b161adce444fc7a8268080110cf120730dd4bc09554d7209b143b63a83843f2,2,학부 과제 및 프로젝트\고주파공학\사진\homework5\ex7-2\3.png,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0066,고주파공학,사진\homework5\ex7-2\4.png,.png,52472,97efea5820d132c9e1c55a4ecd4399fa5ffc02cd8d25374935b4631b7b64e528,2,학부 과제 및 프로젝트\고주파공학\사진\homework5\ex7-2\4.png,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0067,고주파공학,사진\homework5\ex7-2\5.png,.png,104379,6aa3065160084c43de26ab06cda23115e6b02c4159f7dfd09be5231ce349a09c,2,학부 과제 및 프로젝트\고주파공학\사진\homework5\ex7-2\5.png,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0068,고주파공학,사진\homework5\ex7-2\6.png,.png,64293,8cc3f93bbd599da92eec6da8c2abd6f5d78c5d5532bf943bab62eb5f5b6c3b41,2,학부 과제 및 프로젝트\고주파공학\사진\homework5\ex7-2\6.png,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0069,고주파공학,사진\homework5\ex7-2\7.png,.png,47506,371a5f17f1ea347b2a743eecd257c5fbcbb5298c0e1ce765ff966479f59c7ace,2,학부 과제 및 프로젝트\고주파공학\사진\homework5\ex7-2\7.png,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0070,고주파공학,사진\homework5\ex7-2\8.png,.png,104759,613c668c120f0aebff1883f3dfec1e5537a25a322ba19be3ae4e3041b9ff858e,2,학부 과제 및 프로젝트\고주파공학\사진\homework5\ex7-2\8.png,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0071,고주파공학,사진\homework5\ex7-2\ex7.2.png,.png,120413,be76eb22f872769a006ac2d2648129c5ec0aa96c45200561158ccb0b5dac94ce,2,학부 과제 및 프로젝트\고주파공학\사진\homework5\ex7-2\ex7.2.png,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0072,고주파공학,사진\homework5\ex7-5\1.png,.png,15403,3667bbeca788c3c1a4aaa42e93ad95a7b9ccea871f4782991ffa2a383f80181e,2,학부 과제 및 프로젝트\고주파공학\사진\homework5\ex7-5\1.png,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0073,고주파공학,사진\homework5\ex7-5\2.png,.png,49407,afbb8bcef957d44228be712c93784e8405fff266e009ace9660ff70c5036289d,2,학부 과제 및 프로젝트\고주파공학\사진\homework5\ex7-5\2.png,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0074,고주파공학,사진\homework5\ex7-5\3.png,.png,111761,0a9bcda08552dff25163b13ad15886732a4d90ac1cf23758c397344f6d870c48,2,학부 과제 및 프로젝트\고주파공학\사진\homework5\ex7-5\3.png,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0075,고주파공학,사진\homework5\ex7-5\4-1.png,.png,84936,d94c17e5a33b4a99856ce058e6058335bef5380c0f4ce7136cd164a755ea873c,2,학부 과제 및 프로젝트\고주파공학\사진\homework5\ex7-5\4-1.png,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0076,고주파공학,사진\homework5\ex7-5\4-2.png,.png,86616,f39336d0303a49d00a46c56fd5f01740f7f624d936cb6449bea69ab4df1743aa,2,학부 과제 및 프로젝트\고주파공학\사진\homework5\ex7-5\4-2.png,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0077,고주파공학,사진\homework5\ex7-5\5.png,.png,71115,f94b3dc06d896862f3ef92b14e2b4a0508fffb200b0cbf7a13e726e50b4cbce4,2,학부 과제 및 프로젝트\고주파공학\사진\homework5\ex7-5\5.png,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0078,고주파공학,사진\homework5\ex7-5\6.png,.png,110634,74926fa0428e1902df0fbfbe20b496a892e42c856fb4ca089e8683ad1b7e133d,2,학부 과제 및 프로젝트\고주파공학\사진\homework5\ex7-5\6.png,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0079,고주파공학,사진\homework5\ex7-5\ex7.5.png,.png,144855,3bdff42b8b561ba75629af55eaa1ab6580e3dce3eeac5d42b6d277db4a462089,2,학부 과제 및 프로젝트\고주파공학\사진\homework5\ex7-5\ex7.5.png,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0080,고주파공학,사진\homework5\Ex7_2_Ex7_5_RF_Design_Report.docx,.docx,554445,c6f33d8ae79f6687b0741ffa1836dce4ce6a4290e51d16266ac5b77c7b9d0693,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\Ex7_2_Ex7_5_RF_Design_Report.docx,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0081,고주파공학,사진\homework5\homework 5.pdf,.pdf,816463,2d3dd051a664287f27f49f61cdbceac5cea11a14ee0518e778c0328405b00ded,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\homework 5.pdf,PUBLIC_USED,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0082,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-13 230356.png,.png,25635,757baa652dbbcef683b059abf642c72aaec52a1ff9b74f2ec5dea5d41ab67ed6,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-04-13 230356.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0083,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-13 230413.png,.png,70269,2720099876a31c854fddc7a9183d36ce8e674dde7aca44e713f4d5f2e7051429,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-04-13 230413.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0084,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 132756.png,.png,121276,a3a1208b3235f7f6abc2f2e133599a429047423576cf411cfd7721c63c3494f5,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-04-14 132756.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0085,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 133338.png,.png,64658,3dd7e67ebc302022c3c5c845337cba746b39392afd74ebf42d99bd35fa66cc0f,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-04-14 133338.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
